Text,Language
χρήματα αλλά λάβετε αυτό τραπεζικό δάνειο εκτός εάν αποδείξετε τράπεζα ότι έχετε αρκετά χρήματα επομένως επόμενη φορά κολλήσετε μια δύσκολη κατάσταση θυμηθείτε,Greek
χρησιμοποιήσετε τη λέξη,Greek
πάρτε αυτές θαυμαστικές εμφανίσεις από τους φίλους σας άλλες λέξεις μπορείτε χρησιμοποιήσετε θέση είναι παράδοξη ή έξυπνη λέξη δίλημμα,Greek
το νούμερο τρία είναι φιλικό ευγενικό ευγενικό σημαίνει είσαι πολύπλοκος είσαι ευγενικός δροσερός ευγενικά λέξη suave έχει πολλές διαφορετικές ρίζες αλλά μια πολύ ενδιαφέρουσα προέλευση της λέξης είναι οποία σημαίνει ένα ευχάριστο ή γλυκό παράδειγμα,Greek
είναι τόσο ήρεμος φιλικός ειδικά μπροστά από κυρίες ή μπαράκ ομπάμα είναι τόσο φιλικός στιλβωμένος θυμηθείτε τώρα όταν βρίσκεστε ένα πάρτι επόμενη φορά δείτε αυτό άτομο είναι έτσι,Greek
καλοσύνης καλλιέργεια εκλεπτυσμένη,Greek
ξεχάσετε πείτε hey ποιος είναι αυτός φιλικός τύπος εκεί έξω γωνία χρησιμοποιώντας αυτήν τη λέξη κάνει αμέσως λεξιλόγιό σας,Greek
πολύ ευγενική τόσο έξυπνη λέξη νούμερο τέσσερα είναι τρομερή φρικτή λέξη ατρόμητη σημαίνει κάτι πολύ κακό φρικτό τρομερό φρικτό επιθετικό φρικτό έχει μια λατινική ρίζα ονομάζεται,Greek
σημαίνει ότι φόβος σκληρός ή τρομερός μερικά παραδείγματα της λέξης φρικιαστικά είναι πρόσφατα περιστατικά βιασμού δελχί ήταν τρομακτικά,Greek
ή φυλακισμένοι αντιμετωπίζονται,Greek
φρικτό τρόπο μερικές φορές στις φυλακές ατρόμητο χρησιμοποιείται επίσης καθημερινή ζωή μιλήσει κάποιο συνηθισμένο λάθος κάνει θέλετε υπερβάλλετε,Greek
για παράδειγμα τρόποι τραπεζιού ήταν σκληροί ή αίσθηση της φόρμας είναι τόσο σκληρή ή γραμματική είναι τρομακτική,Greek
οπότε επόμενη φορά ακούσετε μια φρικτή πράξη στα νέα θυμάστε,Greek
σχολιάστε πείτε ότι αυτή είναι μια φρικτή πράξη έξυπνη λέξη αριθμός είναι καταπληκτική υπέροχη καταπληκτική σημαίνει εκπληκτική εκπληκτική,Greek
τώρα χρησιμοποιούμε τη λέξη φοβερό εδώ είναι μια άλλη λέξη μπορείτε χρησιμοποιήσετε θέση φοβερού καταπληκτικού παράδειγμα σήμερα πήρα ένα καταπληκτικό σκορ δοκιμή μου σημαίνει ότι έχω πολύ υψηλό σκορ έχω ένα σχεδόν τέλειο σκορ λέξη καταπληκτική έχει κλασικές λατινικές ρίζες από τη λέξη σημαίνει,Greek
εκπλαγείτε τόσο υπέροχο χρησιμοποιείται περιγράψετε κάτι είναι εκπληκτικά καλό παράδειγμα φαίνεται υπέροχο αυτό φόρεμα ή υπέροχη θέα από αυτό μπαλκόνι ή διαβάζω αυτό καταπληκτικό βιβλίο μπορώ καταλάβω πώς πηγαίνετε λέγω,Greek
φίλοι σας είναι αυτό υπέροχο κανάλι μαθητές μερικές άλλες λέξεις μπορείτε χρησιμοποιήσετε αντί καταπληκτικά είναι απίστευτα φανταστικά ή εξαιρετικά καλά οπότε προτού συνεχίσουμε ισορροπημένες πέντε λέξεις αυτό βίντεο θυμηθείτε βάλετε ένα σχόλιο αυτό βίντεο,Greek
μου πείτε από αυτές δέκα λέξεις ήταν αγαπημένη σας έξυπνη λέξη νούμερο έξι βρίσκεται μια διόρθωση μια επιδιόρθωση σημαίνει βρίσκεστε μια ενοχλητική κατάσταση παράδειγμα αγόρι είμαι μια διόρθωση επειδή έχω κάνει σχέδια δύο διαφορετικούς φίλους αυτό απόγευμα,Greek
έχω χάσει τηλέφωνό μου είμαι μια διόρθωση ή λεωφορείο μας έσπασε σήμερα πρωί είμαι μια επιδιόρθωση φίλος μου πάντα γυρίζει μένα βοήθεια όταν είναι μια επιδιόρθωση όταν πορεία είναι καλή ξεχνάει,Greek
εγώ λοιπόν επόμενη φορά λάβετε μαθηματικά εργασία από σχολείο παράδειγμα εάν έχετε αφήσει μαθηματικό σας βιβλίο σχολείο μπορείτε πείτε στους φίλους σας ότι είστε πραγματική επιδιόρθωση τώρα μπορεί νομίζετε ότι λέξη fix έχει κάτι κάνει επισκευή κάτι,Greek
αλλά όχι μια επιδιόρθωση σημαίνει ότι βρίσκεστε μια ενοχλητική κατάσταση άλλες λέξεις μπορείτε χρησιμοποιήσετε αντί μια επιδιόρθωση είμαι μια σούπα ή εγώ είμαι ένα χάος ή είμαι ένα σημείο ενοχλητικής ή απλά είμαι ένα σημείο έξυπνη λέξη αριθμός είναι flummox flummox σημαίνει μπερδέψεις κάποιον,Greek
τόσο πολύ ξεχνούν κάνουν τώρα σύγχυση τείνει είναι μια υπερβολικά χρησιμοποιημένη λέξη οπότε αντί αυτό γιατί χρησιμοποιείτε flummox παράδειγμα αγόρι έμοιαζε εντελώς,Greek
flummoxed όταν δάσκαλος έκανε μια ερώτηση τάξη ή σκύλος κοίταξε τη δική αντανάκλαση καθρέφτη ή τουρίστας ξεφλουδίστηκε από διαφορετικά έθιμα,Greek
συνάντησε τη διάρκεια ταξιδιών ή μια συνέντευξη όταν της ρωτήθηκε γιατί πρέπει σας προσλάβουμε φαινόταν εντελώς φολιδωτή έτσι επόμενη φορά μπερδευτείτε οποιεσδήποτε ερωτήσεις παράδειγμα μια εξέταση εσείς,Greek
μπορώ πάντα πω γιατί είχα προετοιμαζόμουν πολύ καλά εξετάσεις,Greek
μου άρεσε από μερικές από ερωτήσεις άλλες λέξεις μπορείτε χρησιμοποιήσετε αντί flummoxed είναι μπερδεμένοι ή αμηχανία έξυπνη λέξη αριθμός οκτώ είναι ραντεβού ραντεβού,Greek
είναι ένας πολύ γαλλικός τρόπος πούμε συνάντηση ή ημερομηνία παράδειγμα έχω ραντεβού τους φίλους μου μεσημεριανό γεύμα σάββατο ή σκοπεύω συναντήσω ραντεβού τους φίλους μου εμπορικό κέντρο ταινίες ραντεβού μπορούν χρησιμοποιηθούν τόσο ως ουσιαστικό είτε ως ρήμα παράδειγμα,Greek
έχω ραντεβού τους φίλους μου σήμερα απόγευμα ή συναντήσω ραντεβού τους φίλους μου αύριο,Greek
γαλλία νωρίτερα ραντεβού χρησιμοποιήθηκε από στρατό δείξει έναν τόπο συνάντησης στρατεύματα τώρα υπάρχει κάτι ελαφρώς συναρπαστικό μυστικό τη λέξη ραντεβού ακόμα τώρα ενώ μπορείτε χρησιμοποιήσετε ραντεβού οποιαδήποτε συνάντηση,Greek
γενικά αλλά κέρδισε είναι πολύ κατάλληλο μια επίσημη συνάντηση οπότε έχετε ραντεβού ίσως μπορείτε σίγουρα καλέσετε ότι ένας ραντεβού έξυπνη λέξη αριθμός είναι αμβλεία obtuse obtuse είναι προσβολή χρησιμοποιούσατε όταν προσπαθείτε καλέσετε κάποιον χαζή ή ή αχνό τώρα έχετε ακούσει τη λέξη αμβλεία γεωμετρία αμβλεία γωνία οξεία γωνία έτσι μια αμβλεία γωνία είναι μια γωνία μεγαλύτερη από μοίρες αλλά μικρότερη από μοίρες,Greek
μια οξεία γωνία είναι αυτή αιχμηρή γωνία μικρότερη από μοίρες τόσο οξεία καθώς μια λέξη χρησιμοποιείται δηλώσει αιχμηρή ως εκ τούτου επίσης ψυχικά αιχμηρή αμβλεία υποδηλώνει αμβλύ,Greek
ως εκ τούτου επίσης λίγο αργή μυαλό έτσι παραδείγματα φράσεων αμβλεία είναι άνθρωπος ήταν τόσο αόριστος έδωσε κωδικό πρόσβασής έναν ψεύτικο καλούντα ή αμβλύ παιδί,Greek
ήταν θέση,Greek
απαντήσετε μια μόνο ερώτηση τεστ ή αόριστος άντρας είχε δυσκολία καταλάβει ακόμη βασικές οδηγίες τώρα υποθέστε ότι περίπτωσή σας καθημερινή ζωή φίλος σας ή φίλη σας είναι θυμωμένος μαζί σας ξέρετε γιατί μπορείτε,Greek
πες τους ίσως είμαι αμβλείος αλλά ξέρω γιατί είσαι τόσο αναστατωμένος έξυπνη λέξη νούμερο είναι αργή αργή υποτονική σημαίνει κινείσαι αργό τρόπο ώστε είσαι πιο αργός ρυθμός,Greek
από συνηθισμένο φαίνεται λίγο κουρασμένος λείπει ενεργειακό παράδειγμα ένα βαρύ μεσημεριανό γεύμα κάνει πολύ απόγευμα νωθρός έχει ρίζες από τη λέξη σημαίνει ένα αργό άτομο ένας γυμνοσάλιαγκας είναι ένα ζώο κινείται πολύ αργά σαν παραδείγματα σαλιγκαριών,Greek
οικονομία ήταν πολύ αργή φέτος ή αγώνας αυξήθηκε από μια αργή έναρξη,Greek
ή επιχείρηση ήταν αργή αυτό τρίμηνο μπορείτε τη χρησιμοποιήσετε καθημερινή σας ζωή εάν αισθάνεστε πολύ κουρασμένοι μια μέρα μπορείτε πείτε μαμά σας ή μπορείτε πείτε,Greek
φίλοι σου νιώθω πολύ αργός,Greek
σήμερα μπορούσα κάνω ένα ενεργειακό ποτό άλλες λέξεις μπορείτε χρησιμοποιήσετε θέση αργού μπορούσαν είναι λήθαργοι ή σέρνουν πόδια μου έτσι αυτές ήταν έξυπνες λέξεις πριν,Greek
σας δίνω αυτή τη μυστική συμβουλή ακούγεται πολύ άπταιστα θέλω σας υπενθυμίσω,Greek
σε περίπτωση ψάχνετε έξυπνες λέξεις χρήση μια τηλεφωνική κλήση βάζω έναν σύνδεσμο ένα βίντεο,Greek
κάτω πλαίσιο περιγραφής αυτό τώρα μυστική συμβουλή μυστική άκρη ακούγεται άπταιστα είναι χρησιμοποιείτε όχι περισσότερες από μία έξυπνες λέξεις ή προτάσεις γνωρίζω μερικές φορές,Greek
είμαστε πολύ ενθουσιασμένοι γιατί,Greek
εμείς έμαθα πολλές από αυτές έξυπνες λέξεις τείνουμε γεμίσουμε δύο τρία τέσσερα από αυτά μία πρόταση ακούγεται φυσικό,Greek
οπότε κάθε φορά βεβαιωθείτε ότι προφέρετε,Greek
λέξη σωστό τρόπο πηγαίνετε google πληκτρολογήστε τη λέξη αναζήτηση δεξιά κορυφή δείτε ένα μικρό εικονίδιο ηχείου κάνει κλικ αυτό ηχείο,Greek
ακούστε προφορά μία ή δύο φορές,Greek
είστε έτοιμοι πάτε σας άρεσε αυτό βίντεο ξεχάσετε μας δώσετε ένα μπράβο ένα σχόλιο,Greek
μένα κάτω από αυτό μου λέει από αυτές λέξεις είναι αγαπημένο σας επίσης,Greek
έχετε πατήσει ήδη κουμπί εγγραφής εικονίδιο κουδούνι ακριβώς δίπλα χαρείτε παρακολούθηση,Greek
γεια σας παιδιά καλώς ήρθατε κανάλι μου αυτό βίντεο,Greek
θα σας δώσω κορυφαίες φράσεις στα αγγλικά μπορείτε χρησιμοποιήσετε καθημερινή σας ζωή,Greek
οπότε πρόκειται ξεκινήσετε ταξίδι σας,Greek
μια αγγλόφωνη χώρα μπορείτε χρησιμοποιήσετε πλήρως,Greek
φράσεις εάν μαθαίνετε αγγλικά λίγο θέλετε συνεχίσετε μαθαίνετε,Greek
αυτό είναι καλύτερο βίντεο αρχή οπότε ας πάμε φράσεις στα αγγλικά λεπτά,Greek
πρώτη φράση αυτός είναι ένας άλλος τρόπος ρωτήσετε,Greek
πώς είσαι,Greek
πώς πάει,Greek
πώς πάει,Greek
οπότε συναντάς κάποιον εσύ χρόνο πώς πάει νούμερο δύο φράσης όταν έχετε δει κάποιον λίγο λέτε πολύ καιρό όχι οπότε αυτό σημαίνει ότι έχετε δει αυτό άτομο ίσως εβδομάδες ή μήνες μεγάλο χρονικό διάστημα δείτε αριθμό φράσης,Greek
τρία θέλετε σας ρωτήσω έχετε κάνει,Greek
ρωτάτε έχετε κάνει έτσι συνέβαινε ζωή σας,Greek
έχετε κάνει μεγαλώσετε πριν όλα πάνε καλά μπορείτε απλώς απαντήσετε μπορεί παραπονεθεί ότι όλα είναι πολύ ωραία,Greek
μπορώ παραπονεθώ επόμενη φράση κάποιος σας λέει κάτι έχετε αναφέρει πραγματικά συνομιλία όπως μαντέψουν κάπως ότι έχετε νέα δουλειά ρωτάτε,Greek
ξέρεις,Greek
από πού πήρατε ειδήσεις όπως εσείς,Greek
ξέρετε κάποιος λέει ένα αστείο αστείο μπορείτε πείτε ότι είναι καλό,Greek
αυτό είναι ένα υπέροχο αστείο οπότε φράση είναι καλή,Greek
θέλετε ευχαριστήσετε κάποιον μπορείτε πείτε ότι σας ευχαριστώ πολύ κάνατε αυτό είναι πολύ ευγενικό εσάς είναι πολύ ευγενικό κάποιος,Greek
προσπαθούσε σας βοηθήσει αλλά μπόρεσα φτάσω αποτέλεσμα μπορείτε πείτε,Greek
ευχαριστώ έτσι αλλιώς έχει σημασία αλλά ευχαριστώ,Greek
ευχαριστώ προσπάθεια σου,Greek
όχι ευχαριστώ ούτως ή άλλως μια άλλη φράση χρησιμοποιώ email μου μερικές φορές όταν έχω ζητήσει κάποιο άτομο,Greek
ρωτώ λέω τέλος,Greek
ευχαριστώ εκ προτέρων πράγμα σημαίνει ότι πραγματικά ελπίζω ότι κάνετε,Greek
κάντε μερικά ευχαριστώ εκ προτέρων,Greek
σας ευχαριστώ εκ προτέρων εάν κάποιος έκανε λάθος είναι πραγματικά αναστατωμένος αυτό,Greek
μπορείτε απλώς πείτε ανησυχείτε,Greek
ανησυχείτε ανησυχείτε σημαίνει ότι ανησυχείτε,Greek
είναι εντάξει,Greek
ανησυχείτε φανταστείτε ότι ήρθατε σπίτι όλοι φίλοι σας κάθονται καναπέ σας,Greek
είσαι σαν αυτό συμβαίνει εδώ όπως κάνεις εδώ,Greek
συμβαίνει πιάσατε κάτι ή καταλάβατε άτομο μπορείτε πάντα ρωτήσετε σας πήρα σωστά,Greek
προχωρήστε εξηγήστε πού πήρα πήρα σωστά ζητήσετε από κάποιον αναστατωθεί κλαίει μπορείτε πείτε πάρετε καρδιά,Greek
παίρνεις καρδιά όπως σοβαρά είσαι τόσο αναστατωμένος πάρεις καρδιά,Greek
ένας άλλος τρόπος ρωτήσετε πιάσατε ένα μέρος μιας φράσης μπορείτε πείτε ότι έπιασα τελευταία λέξη,Greek
συγγνώμη,Greek
μπορείτε επαναλάβετε γιατί έπιασα τελευταία λέξη θέλει κάποιος επαναλάβει ολόκληρη τη φράση ξανά,Greek
μπορείς πεις συγνώμη,Greek
άκουγα γιατί ίσως ήσουν απασχολημένος,Greek
ίσως μιλούσατε τηλέφωνο κάποιος σας μιλούσε είστε σαν,Greek
ω θεέ μου,Greek
συγνώμη άκουσα,Greek
μπορείς επαναλάβεις,Greek
άκουγα άλλη φράση χρησιμοποιώ όλη ώρα,Greek
πειράζει ανησυχείς πέσεις καφέ μου πάνω μου,Greek
είναι σαν έχει σημασία,Greek
είμαι καλά,Greek
εγώ πάω πλυντήριο ούτως ή άλλως,Greek
έχει σημασία θέλετε ευχηθείτε κάποιον τύχη,Greek
κάνω πάντα ότι μπορείτε πείτε δάχτυλα σταυρωμένα διασχίζετε δάχτυλα έτσι,Greek
δάχτυλα διέσχισαν,Greek
μια άλλη φράση χρησιμοποιούν αμερικανοί είναι πολύ κακό εξηγεί,Greek
κατάσταση είναι ότι πήρατε κάτι συνέχεια έχετε ένα επιπλέον αποτέλεσμα παίρνετε,Greek
είσαι σαν αυτό εξηγεί εξηγεί,Greek
ένας άλλος τρόπος πείτε άτομο είναι αναστατωμένος είναι ότι μπορείτε πείτε ότι πράγματα συμβαίνουν όπως είναι εντάξει,Greek
πράγματα συμβαίνουν ανησυχείτε έχετε όνομα ενός ατόμου θέλετε μιλήσετε,Greek
μπορείτε πείτε συγνώμη σας ενοχλεί ξέρετε ότι βλέπετε,Greek
κάποιος είναι απασχολημένος μπορείς πάντα λες συγγνώμη ενοχλεί μπορείς προχωρήσεις ρωτήσεις,Greek
συγνώμη ενοχλεί,Greek
είσαι μέση κάτι κάποιον ρωτάω κάτι μπορείς πεις είσαι μέση κάτι κάποιος ζητά κάνεις κάτι λες λυπάμαι,Greek
είμαι μαζί σου ένα λεπτό είμαι μαζί σου συνεχίσεις κάνεις κάτι πεις πού ήμασταν,Greek
όπως πότε σταματήσαμε ήμασταν πρέπει επαναλάβετε γιατί ήχο κάποιος κάποιος κάνει λάθος,Greek
οπότε αυτός είναι ένας πολύ καλός τρόπος εξασκηθείτε πού ήμασταν ξανά βρίσκεστε μέση μιας συνομιλίας καταλάβατε αυτό είπε άλλο άτομο μπορείτε πείτε ότι λέγατε ερωτηματικό,Greek
σημαίνει ωθεί άτομο επαναλάβει ξανά έλεγες,Greek
κάποιος πήρε δουλειά από όνειρά ό μπορείτε πείτε τυχερός ή κάποιος μπήκε πανεπιστήμιο ονείρων σαν τυχερός αυτός είναι ένας τρόπος συγχαρώ τυχερό άτομο ή απλά τονίσετε ότι είναι τυχερός τυχερός άλλος τρόπος ότι είσαι πραγματικά θυμωμένος είναι πεις ότι φοβόμουν σαν ήμουν τόσο θυμωμένος,Greek
ω αυτό είναι σχεδόν τρελό,Greek
φρικάρω μια άλλη φράση χρησιμοποιούν εγγενείς ομιλητές εσάς αυτό μπορούσε είναι τόσο θετικό όσο αρνητικό όταν λέτε ότι προωθήθηκα λένε καλό εσάς όπως συγχαρητήρια μερικές φορές λέτε ότι φεύγω από αυτό μέρος,Greek
είναι σαν καλό σένα ήταν καλύτερο χωρίς εσένα αυτό είναι ένα αρνητικό νόημα οπότε πραγματικά άκουσε τονισμό,Greek
κάτι σας εκπλήσσει μπορείτε επίσης πείτε ότι πρέπει αστειεύεσαι σαν θεέ μου,Greek
δεν μπορώ πιστέψω ότι πρέπει μου αστειεύεσαι πεις κάποιον χαμογελάσει είσαι ευτυχισμένος μπορείς πάντα πεις πανηγυρίζεις,Greek
θέλετε κάποιος ακούγεται σαν κλαίει διαμαρτύρεται κάτι συμβαίνει μπορείτε πείτε έλα μπορείτε κάνετε ελα,Greek
μπορείτε κάνετε μπορείτε περάσετε toefl μπορείτε περάσετε gmat πάρετε,Greek
μπορείτε κάνετε κάποιος κάνει πολύ καλά μπορείτε τους πείτε συνεχίσουν καλή δουλειά συνεχίσουν καλή δουλειά σαν είναι τόσο καλή όσο είστε συνεχίσετε καλή δουλειά συνεχίσει είναι μια άλλη φράση είναι συνηθισμένη αυτό είναι αμερικανοί λένε,Greek
αυτό είναι αναμμένο σημαίνει ότι είναι εκπληκτικό πολλοί αμερικανοί είπαν καλιφόρνια,Greek
ω είναι αναμμένο μάλλον έχετε ακούσει τραγούδια αναμμένο κάποιος είναι επιτυχής από αποτυχίες οπότε μπορείτε πείτε ότι πηγαίνετε σας είπα ότι φτιάξετε εκεί εάν κάποιος σας ρωτήσει είστε κουρασμένοι θέλετε πείτε ότι είστε κουρασμένοι καθόλου μπορώ πω όχι λίγο,Greek
θέλω συνεχίσω είμαι κουρασμένος από αυτό όταν κάποιος σας ρωτάει είστε σίγουροι είστε πολύ σίγουροι ότι μπορείτε πείτε ότι υπάρχει χώρος αυτό υπάρχει περιθώριο αμφιβολίας αμερική θέλετε στείλετε sm κάποιον ή στείλετε ένα μήνυμα λέτε κείμενο κείμενο οπότε σας στείλω κείμενο σημαίνει ότι σας στείλω ένα μήνυμα μέσω whatsapp ή ενός τηλεγραφήματος ή αγγελιοφόρου οτιδήποτε χρησιμοποιώ σας στείλω ξανά μήνυμα ενθαρρύνεις κάποιον τους πεις αναστατωθείς μπορείς πεις ότι αξίζει κόπο γιατί κλαις αξίζει κόπο,Greek
είσαι πολύ καλύτερος από πρόβλημα κλαίνε αξίζει δάκρυά σου,Greek
αξίζει εαυτό μου λατρεύω προσωπικά τη φράση ροκ σημαίνει ότι είσαι καταπληκτικός,Greek
λικνίζεις ροκ όχι έχετε κάνει μια καταπληκτική δουλειά,Greek
λικνίζεις κάποιος δουλεύει πολύ καλά θέλεις δουλέψει σκληρότερα μπορείς πεις ότι πρέπει κάνεις ένα επιπλέον μίλι σημαίνει σαν δουλεύεις σκληρότερα πρέπει κάνεις ένα επιπλέον μίλι,Greek
ένας άλλος τρόπος πείτε ίδιο πράγμα μπορείτε πείτε ανεβάζετε παιχνίδι σας όπως δουλέψτε σκληρότερα βελτιώστε καλύτερα παιχνίδι σας,Greek
κάποιος κλαίει θέλει,Greek
βυθίζεται λέτε τραβήξτε εαυτό σας σαν κυριολεκτικά πάρτε εαυτό σας τραβήξτε εαυτό σας σταματήστε δουλεύετε σταματήστε κλαίνε τραβήξτε εαυτό σας μαζί,Greek
γεια σου ηρεμήσεις μαζί μια άλλη φράση,Greek
μου αρέσει πούλησες γιατί μερικές φορές άνθρωποι περιγράφουν ταξίδι τους ή κάποιον αγόρασαν περιγράφουν ότι είναι τόσο καλά,Greek
είναι σαν θέλω αγοράσω ίδιο πράγμα τους λέω ότι πουλήσατε ότι πουλήσατε αγοράσω εντάξει πουλήσατε σας ενδιαφέρει συνομιλία,Greek
είστε σαν κάθεστε μπορείτε πείτε ότι νοιάζει λιγότερο αυτό είναι τόσο βαρετό,Greek
δεν ενδιαφέρει,Greek
νοιαζόταν λιγότερο κάποιος σου ρωτάει κάτι αυτή είναι μια πολύ εύκολη απόφαση σένα όπως κάποιος σου λέει ότι παίρνεις εκατομμύριο δολάρια μου λέτε ότι αυτό είναι μυαλό,Greek
θα πάρω,Greek
αυτό είναι ένα σημαίνει ότι είναι μια πολύ εύκολη απόφαση εσάς έχετε κάνει κάτι λάθος παραδέχεστε ότι μπορείτε πείτε ότι έκανα ναι παιδιά,Greek
ξέρω,Greek
θαλασσωσα,Greek
αυτό είναι λάθος μου,Greek
βιδώσω έβγαλα θέλετε κάποιος δουλέψει αντί εμένα μπορείτε πείτε,Greek
μπορείς καλύψεις όπως μπορείς δουλέψεις αντί μένα ενώ εγώ βλέπω φίλο μου,Greek
μπορείς καλύψεις ήρθε ώρα φύγω παιδιά καλύτερα πάω πράγμα σημαίνει ότι πρέπει φύγω ήδη,Greek
ξέρετε,Greek
είναι πραγματικά στις,Greek
τώρα αμέσως,Greek
καλύτερα πάω άλλο τρόπο πω αντίο,Greek
μπορώ πω φροντίστε σημαίνει φροντίζετε εαυτό σας,Greek
θα δω αργότερα,Greek
προσέχεις,Greek
ξέρω μέρα είναι όταν παρακολουθείτε αυτό βίντεο αλλά είναι παρασκευή παράδειγμα σαββατοκύριακο,Greek
μπορείτε πείτε ευχαριστώ ουρανούς είναι παρασκευή ή νομίζετε ότι ουρανός είπε σαββατοκύριακο ανακάλυψη,Greek
είμαι πολύ χαρούμενος ήταν παιδιά φράσεις στα αγγλικά επιτρέψτε μου μάθω αυτό ήταν χρήσιμο μου άρεσε αυτό βίντεο σχολιάζοντας παρακάτω εάν γνωρίζετε περισσότερες δροσερές φράσεις,Greek
ήταν υπέροχο υπάρχει ένα κόκκινο κουμπί εκεί κάπου,Greek
γειά σας καλώς ήρθατε,Greek
αυτό βίντεο σας δώσω κοινές πολύ χρήσιμες προτάσεις μπορείτε χρησιμοποιήσετε συνομιλία,Greek
όταν ακούτε μια πρακτική προτάσεων λέει από εμένα προσπαθήστε αντιγράψετε προφορά μου τόνο της φωνής χρησιμοποιώ,Greek
εντάξει ας ξεκινήσουμε,Greek
βασικοί χαιρετισμοί πώς πηγαίνει είναι πράγματα,Greek
είναι νέα σου,Greek
χαίρομαι γνωρίζω,Greek
χρόνια ζαμάνια,Greek
ήσουν,Greek
υπέροχα ευχαριστώ,Greek
εσυ πως εισαι,Greek
όχι πολύ,Greek
συνηθισμένο,Greek
πρέπει πάω,Greek
ήταν χαρούμενη συνάντηση δω αργότερα,Greek
κρατήσουμε επαφή,Greek
ζητώ πληροφορίες,Greek
μπορούσες μου πεις σημαίνει αυτή λέξη τυχαίνει ξέρετε πού είναι βιβλιοθήκη διστάζω,Greek
αυτή είναι μια καλή ερώτηση,Greek
άσε δω,Greek
άσε σκεφτώ μια στιγμή,Greek
ζητώντας επανάληψη,Greek
με συγχωρείς,Greek
συγγνώμη κατάλαβα,Greek
σας πείραζε επαναλάβετε μπορείς μιλήσεις λίγο πιο αργά σας παρακαλούμε,Greek
λέγοντας ξέρω,Greek
φοβάμαι ότι έχω ιδέα,Greek
μπορώ βοηθήσω εκεί συγγνώμη,Greek
έχω ιδέα,Greek
απόψεις,Greek
τι πιστεύετε γι,Greek
ποιες είναι απόψεις σας σχετικά αυτό νομίζω ότι είναι καλή ιδέα,Greek
ειλικρινά νομίζω ότι λειτουργήσει,Greek
μένα αυτό είναι καλύτερο εστιατόριο πόλη,Greek
αποφεύγοντας μια ερώτηση,Greek
έχω γνώμη επί θέματος,Greek
επιτρέψτε μου σας απαντήσω αυτό,Greek
δεν είμαι ελεύθερος πω,Greek
συμφωνώ διαφωνώ,Greek
μπορούσα συμφωνήσω περισσότερο,Greek
εχεις απολυτο δικιο,Greek
συμφωνώ μαζί σας,Greek
χτυπάτε καρφί κεφάλι,Greek
είμαι σίγουρος ότι συμφωνώ,Greek
φοβάμαι ότι διαφωνώ,Greek
νομίζω ότι κάνεις λάθος,Greek
διακόπτει ευγενικά,Greek
συγνώμη σας διακόψαμε,Greek
μπορώ σταματήσω εκεί μια στιγμή πειράζει πηδήσω εδώ προχώρα,Greek
σίγουρα συνεχίστε,Greek
άσε τελειώσω,Greek
περίμενε μια στιγμή,Greek
προτάσεις,Greek
λες ότι πηγαίνουμε στις ταινίες λες πίτσα δείπνο απόψε αυτό ήταν υπέροχο,Greek
μου ακούγεται καλό,Greek
είμαι σίγουρος γι αυτό,Greek
όχι νομίζω,Greek
κάνω σχέδια,Greek
κάνεις απόψε,Greek
έχετε σχέδια αύριο είσαι ελεύθερος επόμενο σάββατο θέλετε κάνετε κάτι αυτό σαββατοκύριακο σίγουρα έχετε μυαλό σας είμαι ελεύθερος όλο σαββατοκύριακο ας κάνουμε κάτι,Greek
όχι συγγνώμη έχω ήδη τρελαθεί κάποια σχέδια,Greek
είμαι απασχολημένος αύριο,Greek
ήθελα κάνω κάτι αλλά μπορώ,Greek
άδεια,Greek
πειράζει χρησιμοποιώ κινητό σου ήταν εντάξει έπαιρνα αύριο ναι παρακαλώ σιγουρευτείτε προχωρήστε,Greek
όχι καθόλου,Greek
δυστυχώς πρέπει πω όχι,Greek
προτιμούσα όχι,Greek
φοβάμαι,Greek
κάνοντας αιτήματα,Greek
μπορούσες μου περάσεις αλάτι σας παρακαλούμε,Greek
σας πείραζε μου δανείσετε κάποια χρήματα αναρωτιόμουν μπορούσες βοηθήσεις αυτό,Greek
σίγουρα κανένα πρόβλημα,Greek
ναι φυσικά,Greek
χαρούμε βοηθήσω,Greek
συγνώμη μπορώ τώρα,Greek
φοβάμαι ότι μπορώ,Greek
κάνω προσφορές,Greek
μπορώ σου φέρω ένα ποτήρι νερό λες παγωτό θέλατε κάνω μια βόλτα σπίτι ναι παρακαλώ,Greek
αυτό ήταν υπέροχο ευχαριστώ,Greek
είμαι εντάξει αλλά ευχαριστώ προσφορά,Greek
όχι είμαι καλός ευχαριστώ,Greek
ευχαριστώ τους ανθρώπους,Greek
χίλια ευχαριστώ,Greek
ευχαριστώ πραγματικά εκτιμώ,Greek
αυτό είναι πολύ ευγενικό εκ μέρους σας,Greek
μπορώ σας ευχαριστήσω αρκετά,Greek
είναι τίποτα,Greek
αναφέρετε,Greek
οποτεδήποτε,Greek
ευχαρίστησή μου,Greek
ζητώντας από κάποιον περιμένει,Greek
μπορείτε κρατήσετε τη στιγμή παρακαλώ μείνε ένα δευτερόλεπτο,Greek
αντέξτε μαζί μου μια στιγμή,Greek
είμαι σωστός μαζί σου,Greek
συγνώμη λυπάμαι πολύ γι,Greek
παρακαλώ δέξου συγνώμη μου,Greek
ανησυχείς γι,Greek
ανησυχείς,Greek
